id,dimensiones,material,carga
1436,5x10x8,Plastico,16
1162,5x10x8,Organico,12
1001,2x9x8,Reciclado,41
2610,3x8x3,Plastico,12
2004,3x10x3,Plastico,38
1040,10x5x9,Organico,14
1197,4x10x8,Organico,43
2549,5x2x6,Organico,29
2635,7x6x1,Madera,8
2489,5x4x5,Organico,5
2128,9x7x2,Plastico,41
1395,2x1x7,Organico,11
2917,2x3x8,Organico,29
2445,2x1x4,Organico,20
2827,9x10x9,Plastico,6
2596,9x10x7,Organico,18
1303,3x3x3,Plastico,15
2189,2x1x3,Plastico,5
3320,7x10x8,Madera,26
3135,4x2x8,Organico,3
3035,9x1x6,Reciclado,18
2432,3x10x1,Madera,45
2966,4x8x5,Reciclado,6
2149,10x2x9,Plastico,24
2721,5x3x6,Organico,43
3120,2x7x1,Organico,20
2493,6x2x5,Reciclado,19
2957,10x4x3,Reciclado,9
1140,9x4x1,Plastico,47
2603,6x10x2,Plastico,37
2641,9x3x3,Reciclado,26
2568,2x1x9,Organico,26
2773,5x8x2,Madera,33
2037,4x10x2,Reciclado,46
824,3x6x3,Plastico,36
11,7x4x6,Plastico,34
967,10x9x10,Organico,12
3310,1x8x10,Organico,10
3319,1x7x9,Organico,50
2491,6x8x2,Madera,15
1521,2x7x10,Reciclado,34
1220,8x7x8,Reciclado,41
2728,1x8x2,Madera,40
2269,4x9x4,Reciclado,48
3230,7x6x3,Organico,45
1309,2x7x8,Organico,12
2256,8x7x2,Organico,50
951,9x8x1,Organico,2
1512,2x10x4,Plastico,12
2201,5x4x9,Madera,50
2963,1x2x7,Organico,14
2895,8x10x3,Organico,34
3171,10x6x2,Madera,49
2916,9x7x2,Plastico,50
3207,9x2x9,Organico,30
1129,1x5x1,Madera,17
3111,5x3x3,Plastico,26
2546,4x10x1,Reciclado,47
2803,2x6x3,Madera,44
1064,7x2x5,Plastico,30
1235,8x2x1,Organico,40
1152,7x4x5,Reciclado,32
2850,3x2x10,Plastico,28
2435,1x7x2,Plastico,28
877,4x1x8,Madera,23
1244,10x6x6,Plastico,47
3116,7x3x1,Madera,12
3124,1x9x9,Plastico,6
1267,1x8x9,Organico,41
905,10x9x6,Organico,24
3386,5x8x4,Reciclado,23
3321,2x2x3,Organico,29
2793,7x6x3,Reciclado,30
3049,9x4x7,Plastico,21
2608,10x10x4,Reciclado,6
2485,6x4x10,Plastico,8
2602,1x7x4,Reciclado,25
3286,10x1x4,Organico,27
1597,10x8x9,Madera,8
2689,10x9x7,Organico,10
2856,2x1x10,Reciclado,7
1979,8x10x6,Reciclado,13
2852,1x1x9,Organico,39
1326,3x4x3,Plastico,31
2102,6x9x8,Madera,13
1233,6x3x10,Reciclado,36
2026,5x7x8,Plastico,43
1138,6x1x3,Madera,19
849,7x7x10,Madera,30
2279,2x3x3,Reciclado,43
2570,6x4x8,Reciclado,11
1081,3x2x5,Reciclado,28
1591,1x4x6,Reciclado,1
2854,4x8x3,Organico,5
2406,5x5x5,Reciclado,10
2983,5x2x3,Plastico,24
2336,8x4x3,Madera,35
2779,6x3x1,Madera,47
2469,7x10x4,Madera,12
1253,10x3x10,Organico,34
3152,2x10x5,Organico,37
2187,5x7x1,Plastico,18
867,3x2x5,Madera,16
942,2x2x5,Plastico,2
2303,6x4x8,Madera,22
2805,6x4x7,Plastico,20
1151,3x1x8,Reciclado,15
2293,7x7x4,Madera,40
2061,9x1x8,Organico,31
2320,10x6x9,Organico,13
2294,3x5x8,Reciclado,25
1184,7x2x2,Plastico,29
2452,9x7x9,Madera,24
2097,10x5x10,Plastico,41
2300,9x7x8,Plastico,8
1550,4x10x9,Madera,41
2398,4x5x9,Plastico,20
3417,4x4x10,Reciclado,20
2458,8x8x1,Plastico,50
2139,4x1x10,Reciclado,3
3041,5x7x4,Organico,27
3336,8x7x7,Organico,30
2944,9x10x9,Plastico,8
3293,6x2x6,Madera,43
1038,4x4x8,Reciclado,14
2847,3x1x1,Plastico,16
834,4x2x5,Organico,17
1179,9x10x7,Plastico,15
2008,8x8x8,Organico,41
2066,9x7x2,Organico,4
2242,7x3x9,Organico,17
2799,4x4x7,Plastico,48
2974,2x5x10,Madera,7
2397,2x9x7,Reciclado,18
2024,10x6x7,Plastico,32
2924,5x5x6,Reciclado,47
3114,3x4x4,Plastico,37
2682,4x1x7,Plastico,50
3198,8x1x9,Plastico,9
2081,4x4x5,Plastico,1
1125,2x7x7,Madera,7
2396,7x2x3,Plastico,31
1400,6x4x8,Reciclado,10
2099,2x2x2,Madera,5
2768,3x3x3,Plastico,6
2376,6x6x1,Reciclado,36
1950,10x6x10,Organico,42
2553,6x3x8,Madera,33
2598,10x8x6,Plastico,9
2504,5x1x8,Organico,20
2674,7x3x5,Madera,33
3414,9x8x6,Madera,33
2593,5x6x8,Madera,6
46,10x9x7,Reciclado,5
3196,3x8x4,Reciclado,2
3307,5x1x1,Organico,11
2120,2x8x3,Reciclado,49
1995,7x1x2,Madera,50
3040,2x3x6,Organico,24
2193,1x3x1,Organico,5
3251,8x6x6,Reciclado,44
2938,4x4x10,Organico,17
2862,10x1x1,Organico,15
2513,7x6x8,Plastico,4
2393,2x9x1,Organico,38
2864,9x1x3,Reciclado,46
3222,10x3x8,Madera,46
3442,2x3x3,Reciclado,47
1214,7x6x5,Plastico,36
2500,5x10x4,Reciclado,32
3163,5x7x2,Plastico,30
2453,6x8x9,Madera,48
1071,3x8x9,Plastico,8
2636,8x9x10,Plastico,14
3176,1x2x2,Plastico,39
2236,2x9x2,Reciclado,28
2683,1x4x6,Plastico,18
3203,4x8x7,Reciclado,19
2296,8x4x7,Plastico,26
2213,10x7x3,Reciclado,16
2465,1x1x5,Madera,28
2006,2x1x5,Reciclado,45
2337,3x2x8,Plastico,28
3402,2x8x2,Reciclado,40
2832,9x8x1,Reciclado,8
1015,2x5x9,Organico,44
2830,7x5x4,Plastico,37
3172,2x5x4,Organico,11
2824,3x4x6,Madera,12
2070,3x4x10,Organico,1
1300,10x3x9,Madera,22
1398,8x6x9,Madera,5
1318,10x4x10,Plastico,16
2919,8x7x6,Madera,35
2323,1x10x10,Organico,9
803,7x10x7,Plastico,28
2071,8x7x2,Organico,21
3138,2x10x7,Madera,9
24,9x6x7,Plastico,43
3439,6x8x2,Madera,35
1009,3x3x10,Madera,19
3129,9x9x3,Plastico,31
2761,3x4x2,Reciclado,49
2228,5x8x2,Madera,25
2150,6x7x10,Madera,33
3006,10x9x6,Plastico,20
2731,5x2x5,Plastico,34
2157,3x2x1,Madera,49
3192,7x9x9,Organico,34
2009,3x4x6,Organico,20
864,3x3x7,Reciclado,40
1601,5x2x3,Madera,9
1565,6x8x6,Reciclado,15
2326,2x7x7,Madera,42
2110,4x1x4,Organico,16
1492,2x2x4,Organico,22
2795,1x4x1,Reciclado,44
1335,10x9x1,Organico,47
2954,10x6x5,Reciclado,46
2335,5x8x2,Organico,21
3267,10x6x4,Plastico,15
3284,8x4x5,Plastico,12
3216,2x3x5,Organico,37
2352,7x1x6,Madera,22
2245,10x2x2,Reciclado,29
1194,4x8x10,Plastico,49
2709,3x6x6,Plastico,11
2737,6x2x2,Plastico,29
1392,6x6x10,Reciclado,48
1100,5x10x8,Madera,1
2920,8x4x10,Madera,11
3211,9x2x10,Organico,19
2310,6x3x8,Organico,19
2552,1x3x1,Organico,9
3236,5x2x5,Reciclado,32
2645,6x4x5,Organico,39
1534,1x9x8,Plastico,24
3246,4x3x2,Reciclado,39
3375,3x5x10,Madera,14
3357,2x9x7,Plastico,13
2019,7x3x3,Organico,24
2363,5x10x7,Organico,20
3069,2x5x4,Plastico,7
917,4x6x1,Reciclado,28
1486,3x8x6,Organico,45
1503,7x7x4,Organico,42
2524,3x1x2,Plastico,19
2380,8x10x9,Plastico,35
1245,4x7x2,Plastico,26
2585,6x2x5,Madera,46
2907,9x7x5,Madera,37
1377,6x5x8,Plastico,38
1960,2x3x4,Reciclado,1
21,3x3x6,Reciclado,31
3131,10x7x1,Plastico,6
3237,5x9x1,Plastico,43
2197,4x8x1,Madera,25
3016,6x9x3,Plastico,9
1432,6x3x3,Madera,33
3433,10x4x10,Plastico,15
2575,4x1x10,Madera,11
2338,4x4x4,Plastico,33
3162,10x6x6,Plastico,48
2527,3x10x10,Madera,19
3277,5x2x1,Organico,4
3401,5x3x2,Reciclado,13
1556,4x9x8,Madera,20
3235,10x10x1,Reciclado,11
2977,3x10x5,Madera,13
2258,6x5x8,Organico,31
2780,5x2x3,Plastico,19
924,9x8x6,Plastico,8
1287,8x4x3,Organico,33
2374,3x2x10,Organico,42
2043,3x5x2,Plastico,23
2386,7x4x2,Reciclado,24
3370,6x3x8,Plastico,35
3119,10x3x8,Plastico,32
3437,1x8x1,Organico,7
2315,6x4x10,Madera,45
2461,7x7x7,Plastico,38
1080,2x10x3,Reciclado,6
1470,10x1x7,Organico,17
2012,6x6x8,Organico,26
1985,3x2x5,Organico,36
2262,2x8x7,Reciclado,3
2956,10x4x8,Organico,46
2716,10x3x5,Organico,40
1106,4x10x10,Plastico,50
947,9x1x6,Madera,15
2583,10x1x4,Organico,26
1475,6x5x4,Reciclado,37
1299,9x9x8,Reciclado,27
1083,8x2x9,Plastico,38
2561,8x8x8,Organico,46
2921,10x7x1,Plastico,20
2027,3x1x3,Reciclado,50
1525,5x7x5,Reciclado,13
3347,10x10x2,Organico,1
3381,2x2x7,Reciclado,32
1449,3x5x10,Plastico,32
3107,8x5x1,Plastico,34
23,2x6x3,Madera,38
1528,4x2x5,Organico,22
1292,7x8x3,Organico,39
3342,1x3x1,Organico,21
3400,7x10x9,Madera,11
1464,8x6x9,Organico,6
2875,9x8x8,Organico,46
3234,6x7x5,Reciclado,41
2322,3x5x5,Madera,50
949,5x8x6,Reciclado,13
2634,1x8x7,Plastico,42
3094,3x8x8,Madera,43
1188,10x5x4,Plastico,50
957,9x10x3,Plastico,17
2770,8x5x5,Madera,39
1514,3x6x4,Plastico,6
3247,6x6x7,Madera,38
2332,5x6x1,Madera,30
3029,5x6x10,Reciclado,10
3019,3x2x8,Madera,41
1228,2x3x3,Plastico,30
1073,9x3x9,Madera,16
3166,1x3x8,Plastico,32
859,1x9x2,Organico,11
2665,5x5x7,Madera,43
3202,5x7x8,Reciclado,20
1544,3x5x3,Madera,15
2624,1x8x10,Reciclado,17
994,2x9x5,Organico,25
3012,10x5x2,Organico,48
3372,7x2x1,Madera,49
2774,3x3x5,Organico,48
838,8x10x5,Reciclado,30
3399,7x10x9,Organico,24
839,4x8x2,Madera,19
1350,10x1x9,Madera,18
3078,2x2x5,Plastico,25
3015,5x4x4,Organico,46
2384,10x3x10,Madera,36
3066,1x2x3,Plastico,26
3398,7x7x6,Reciclado,25
2206,8x4x8,Reciclado,15
1404,6x2x7,Madera,34
3213,3x4x1,Plastico,16
2462,10x3x10,Plastico,9
1232,10x2x4,Madera,32
2364,2x10x5,Organico,24
2777,8x1x1,Plastico,48
1573,7x9x3,Organico,50
2743,3x5x2,Madera,47
2887,10x6x10,Madera,6
975,6x7x10,Organico,14
2286,10x6x3,Madera,25
1133,9x8x6,Reciclado,23
2085,9x3x1,Madera,45
2778,2x8x9,Reciclado,3
1341,3x2x5,Madera,9
3432,3x6x4,Plastico,22
2992,4x3x1,Organico,25
1974,2x9x2,Reciclado,30
3272,3x8x8,Organico,15
2361,8x1x1,Plastico,15
2801,9x8x5,Madera,20
1107,1x8x8,Plastico,15
1047,8x6x8,Organico,19
1032,1x1x10,Madera,47
3197,2x9x10,Madera,22
1319,6x9x8,Plastico,44
1034,6x4x4,Plastico,32
3177,9x6x7,Reciclado,18
1229,1x8x9,Reciclado,20
1523,7x7x10,Plastico,20
2538,8x5x4,Plastico,6
2257,4x3x5,Organico,35
2831,3x4x7,Plastico,50
2476,5x10x2,Organico,46
2467,8x4x2,Reciclado,33
2564,2x2x4,Plastico,49
2034,10x6x2,Plastico,35
1422,3x4x9,Plastico,14
2729,2x4x10,Reciclado,27
1598,2x3x9,Reciclado,43
1537,8x2x4,Madera,32
2079,9x2x2,Reciclado,32
1483,6x2x8,Organico,47
2074,4x4x8,Organico,18
3450,1x9x3,Organico,38
1981,5x5x5,Plastico,43
3425,7x3x2,Madera,25
2936,1x6x5,Reciclado,41
1344,1x7x10,Plastico,36
2022,6x10x7,Plastico,27
1086,9x2x8,Organico,46
2232,5x7x5,Reciclado,38
880,1x7x4,Madera,22
1013,5x8x9,Plastico,33
2295,5x1x6,Organico,50
2463,5x6x2,Madera,26
886,6x1x9,Madera,5
2562,4x4x6,Plastico,48
1396,5x9x4,Madera,46
3255,1x4x10,Madera,44
2199,4x8x7,Madera,40
829,2x10x8,Madera,32
1078,5x7x3,Reciclado,7
3010,1x7x4,Reciclado,36
1225,7x8x1,Organico,13
3232,7x8x7,Madera,21
810,7x5x5,Organico,37
2841,2x5x3,Organico,17
2001,5x9x7,Plastico,14
3002,1x8x10,Madera,45
2344,1x1x7,Madera,34
1135,2x10x7,Madera,15
1006,8x4x4,Reciclado,25
2657,7x2x8,Reciclado,15
1996,3x2x8,Plastico,10
3394,10x8x10,Reciclado,12
3308,6x3x8,Plastico,24
941,2x1x1,Plastico,7
963,1x2x1,Organico,44
2155,3x6x2,Organico,14
1515,10x1x1,Organico,39
2127,4x9x9,Organico,17
3349,5x6x7,Reciclado,4
1159,3x6x3,Madera,32
2200,7x8x7,Reciclado,35
3426,5x10x6,Madera,43
2104,10x9x6,Madera,4
2065,6x10x3,Plastico,26
2809,3x3x8,Reciclado,27
1076,9x9x10,Madera,24
1079,4x9x8,Organico,20
1360,9x1x1,Plastico,23
1280,3x2x2,Madera,35
2356,7x2x1,Madera,39
1438,2x6x8,Organico,39
2849,8x4x9,Reciclado,9
3359,10x9x6,Organico,20
3000,7x2x7,Organico,30
1163,3x4x8,Plastico,48
1168,7x2x9,Madera,22
2122,8x4x2,Organico,29
1566,8x5x4,Madera,11
1351,6x7x3,Madera,27
1378,2x5x7,Madera,48
2629,3x9x6,Plastico,20
2771,2x6x7,Organico,14
2867,3x9x1,Reciclado,27
1455,7x2x1,Organico,48
2798,2x7x7,Plastico,13
1202,8x7x7,Plastico,11
876,3x4x9,Organico,43
1954,10x8x7,Reciclado,43
1263,8x2x6,Madera,27
2229,5x3x7,Organico,26
888,6x8x5,Organico,3
2949,3x3x6,Madera,9
2399,4x10x3,Reciclado,48
3248,5x8x10,Organico,20
2740,8x7x7,Madera,50
1242,5x1x7,Organico,13
2648,3x3x3,Organico,43
2059,2x3x6,Plastico,23
30,7x1x5,Organico,13
3415,3x8x10,Organico,22
1517,7x2x6,Reciclado,45
3424,9x3x4,Reciclado,20
3436,10x8x10,Organico,50
2547,7x7x4,Plastico,2
3205,9x1x10,Organico,32
2742,8x4x5,Plastico,21
3341,1x3x5,Reciclado,42
2637,8x3x7,Madera,15
2515,6x6x9,Organico,4
3210,9x6x8,Madera,8
2044,10x10x10,Reciclado,4
2058,5x5x10,Plastico,16
1364,8x9x5,Organico,22
2039,9x6x7,Organico,46
2747,4x4x7,Organico,17
1312,10x6x8,Organico,48
1961,4x3x3,Organico,11
2377,2x6x2,Plastico,22
2826,5x2x2,Madera,17
2220,1x8x10,Reciclado,3
848,9x4x5,Organico,1
2025,4x6x1,Reciclado,22
3122,1x2x10,Plastico,7
2650,6x7x3,Organico,28
1516,10x8x3,Plastico,10
2244,6x5x7,Madera,21
2125,2x5x1,Madera,7
2982,6x5x6,Organico,4
3127,10x6x10,Madera,39
2339,1x2x8,Madera,37
2263,8x2x5,Reciclado,20
1338,8x4x8,Reciclado,42
2632,10x8x4,Organico,43
1427,5x4x10,Reciclado,5
1231,1x9x4,Madera,47
1114,1x7x9,Reciclado,15
2277,3x3x4,Organico,12
910,9x1x10,Reciclado,30
2776,7x5x9,Reciclado,38
2301,5x7x2,Plastico,12
2684,1x8x10,Organico,17
3257,1x7x4,Organico,1
2851,10x9x10,Plastico,18
2845,10x7x6,Plastico,27
3141,5x7x7,Plastico,23
1600,10x1x8,Organico,29
2205,2x9x10,Madera,18
2539,4x9x8,Plastico,23
3013,1x7x4,Plastico,34
2259,6x4x4,Organico,47
1564,10x6x1,Reciclado,47
3117,2x10x2,Organico,10
2991,6x10x8,Reciclado,2
3438,5x1x9,Organico,35
858,3x3x8,Reciclado,37
3026,8x6x6,Plastico,47
1418,5x3x6,Reciclado,46
3243,1x5x6,Plastico,14
2643,1x2x4,Plastico,34
836,5x3x1,Reciclado,25
1375,8x1x1,Organico,8
1108,1x1x4,Plastico,24
2309,6x6x7,Plastico,15
2604,3x7x4,Madera,10
2276,8x2x8,Organico,16
2621,4x9x3,Organico,27
3324,4x2x6,Organico,38
2819,4x1x10,Plastico,46
1283,4x2x5,Plastico,7
2060,3x3x3,Organico,19
1484,2x10x5,Plastico,21
1243,3x3x5,Organico,20
2029,7x1x5,Madera,5
3327,3x3x7,Madera,12
2989,3x2x1,Plastico,3
892,10x8x1,Plastico,37
3302,2x8x6,Madera,13
1085,4x9x9,Organico,37
860,4x3x6,Plastico,40
2285,8x9x10,Reciclado,17
2226,2x4x4,Madera,43
2365,2x1x10,Reciclado,20
3249,9x4x7,Madera,13
2988,1x7x4,Madera,26
2741,4x10x8,Plastico,42
3382,2x2x1,Reciclado,35
2233,7x4x1,Reciclado,44
2038,3x6x1,Reciclado,19
2454,8x9x10,Madera,50
2905,9x1x6,Plastico,38
3059,6x2x10,Plastico,6
1971,7x8x3,Reciclado,35
2131,1x4x7,Reciclado,24
2908,3x7x5,Organico,31
2940,10x10x8,Reciclado,25
19,7x3x8,Reciclado,26
2706,10x9x3,Organico,14
894,4x10x1,Organico,19
2688,4x2x10,Reciclado,8
1153,5x10x9,Organico,3
2597,5x3x4,Organico,38
961,2x3x4,Organico,14
5,6x4x6,Madera,30
1567,6x2x4,Plastico,12
2508,1x1x2,Plastico,32
2402,4x3x7,Organico,5
1578,9x8x1,Plastico,4
2053,1x5x3,Organico,11
2707,5x3x2,Madera,26
3180,7x9x3,Reciclado,24
1313,9x7x9,Organico,6
2823,2x8x4,Reciclado,6
3033,10x8x5,Reciclado,21
2028,9x8x6,Madera,50
1358,7x8x3,Organico,47
1210,1x7x4,Reciclado,10
1339,5x10x6,Organico,10
2967,8x9x4,Reciclado,36
2148,4x7x8,Plastico,29
3317,2x3x8,Plastico,9
808,7x9x10,Plastico,29
3344,7x6x7,Madera,2
3270,7x8x6,Plastico,11
2948,8x2x7,Plastico,10
2792,1x8x9,Organico,17
1239,4x10x5,Plastico,31
2306,5x3x9,Organico,21
1412,8x4x1,Organico,12
2051,4x7x5,Organico,15
3077,9x9x3,Reciclado,45
1033,1x5x9,Organico,22
2444,4x4x4,Madera,47
2235,4x4x3,Reciclado,33
2093,8x9x10,Madera,3
3306,6x2x1,Reciclado,38
2443,1x9x5,Madera,3
3301,6x1x9,Reciclado,50
2082,6x5x10,Organico,26
3313,8x2x1,Plastico,46
3239,7x7x6,Madera,24
2215,2x4x1,Madera,2
2739,3x6x9,Organico,5
2685,2x5x10,Madera,8
1558,6x6x3,Plastico,13
2904,3x7x5,Plastico,6
1532,5x5x10,Reciclado,4
2108,2x10x5,Madera,8
3204,2x1x8,Organico,21
983,9x4x2,Madera,4
1240,2x1x1,Reciclado,37
3379,1x1x10,Madera,6
2132,3x7x9,Plastico,5
814,6x6x4,Reciclado,29
2055,3x2x8,Madera,44
1458,1x1x7,Madera,49
1143,1x3x2,Organico,35
2192,3x5x7,Organico,35
920,1x3x9,Plastico,26
2554,8x6x10,Madera,25
2980,9x1x10,Plastico,27
2238,4x10x2,Plastico,27
2893,8x4x2,Madera,24
2997,9x4x7,Reciclado,47
822,8x4x4,Madera,34
2224,3x1x2,Reciclado,21
2573,4x1x6,Plastico,41
2308,3x3x2,Plastico,20
1982,3x2x2,Madera,16
3297,1x3x1,Plastico,33
1294,4x7x7,Organico,4
2717,2x1x8,Madera,16
2754,9x6x2,Madera,2
3008,2x10x10,Organico,9
2188,6x9x10,Organico,50
2714,10x5x7,Organico,27
1124,9x4x9,Organico,22
1315,3x2x10,Reciclado,13
1218,8x7x5,Organico,17
3024,8x3x8,Reciclado,27
1975,10x4x6,Organico,33
1426,6x10x3,Reciclado,37
819,7x9x2,Plastico,48
1568,4x9x6,Plastico,37
3215,7x9x9,Plastico,8
816,3x5x10,Plastico,50
3371,5x6x9,Madera,23
2848,1x6x1,Organico,15
909,7x6x10,Plastico,8
2381,2x4x2,Organico,19
3221,10x3x3,Madera,24
2182,9x9x7,Organico,43
2426,10x7x3,Madera,11
2441,8x6x7,Reciclado,40
2613,3x2x10,Plastico,11
933,2x8x4,Organico,30
1963,5x10x7,Reciclado,13
3108,1x2x6,Organico,11
844,6x6x8,Madera,29
1414,2x4x2,Plastico,34
1987,9x9x7,Reciclado,29
45,10x10x7,Reciclado,17
2496,7x8x2,Plastico,8
2910,5x5x2,Reciclado,45
3,4x9x10,Reciclado,30
2246,2x1x3,Plastico,22
2317,7x2x2,Reciclado,17
1286,10x8x4,Organico,5
3263,4x10x3,Plastico,10
3258,4x2x2,Madera,43
2955,9x8x10,Organico,27
2929,5x4x10,Organico,22
1198,7x8x6,Madera,32
2348,1x7x1,Plastico,25
1102,6x7x7,Reciclado,49
1966,1x3x7,Organico,24
2941,8x4x8,Madera,12
2899,2x2x4,Plastico,20
3405,9x3x8,Organico,6
962,5x5x9,Reciclado,18
907,2x3x8,Madera,20
2736,1x8x1,Organico,18
3261,3x2x10,Madera,25
3093,2x1x4,Plastico,5
2760,2x1x7,Reciclado,3
3086,8x2x10,Madera,29
2313,9x9x3,Plastico,18
1342,6x8x9,Reciclado,10
3418,9x6x3,Reciclado,42
3156,6x2x7,Organico,49
2183,8x2x8,Organico,12
2298,1x2x5,Organico,36
2136,3x8x8,Plastico,20
2782,1x4x3,Reciclado,24
1112,10x8x5,Madera,47
2797,9x6x1,Reciclado,30
3087,3x7x9,Reciclado,11
3209,1x8x2,Plastico,12
1401,10x1x5,Reciclado,33
3303,8x5x10,Reciclado,41
812,5x4x9,Organico,37
3428,9x6x3,Reciclado,16
2057,10x7x1,Organico,45
2533,10x9x4,Reciclado,17
2456,2x9x7,Organico,48
2817,9x2x9,Madera,14
2497,6x5x3,Plastico,20
2630,3x1x4,Madera,12
3178,6x7x10,Reciclado,6
2003,8x5x6,Organico,18
815,2x8x6,Madera,42
984,2x9x8,Plastico,43
3367,5x2x7,Plastico,27
1497,2x6x2,Madera,41
823,9x8x5,Madera,4
2013,1x6x1,Organico,11
1002,10x6x6,Plastico,35
1421,1x5x9,Reciclado,23
1234,2x3x3,Reciclado,45
3068,5x2x8,Plastico,23
2405,3x5x10,Reciclado,24
2620,8x8x10,Organico,21
1104,10x5x1,Madera,41
3339,8x6x5,Plastico,5
3085,10x4x2,Madera,29
1557,5x1x7,Madera,19
3048,1x10x6,Reciclado,1
2710,1x10x5,Madera,38
2130,10x2x2,Plastico,38
2054,6x5x10,Madera,13
1990,7x3x10,Madera,21
946,3x7x7,Madera,17
2555,7x3x3,Reciclado,17
1547,1x6x5,Organico,25
1041,6x8x2,Madera,45
2408,4x5x10,Madera,27
2367,6x9x8,Plastico,26
948,9x2x10,Organico,34
2933,8x3x3,Madera,12
2247,1x8x2,Organico,48
1099,8x10x6,Organico,26
3279,1x1x2,Organico,25
2091,10x2x7,Reciclado,31
3023,2x3x6,Plastico,38
1037,9x1x9,Reciclado,14
1485,2x6x8,Madera,49
1296,7x7x2,Reciclado,30
1205,8x9x2,Plastico,4
2995,3x9x2,Organico,15
3242,9x7x1,Madera,25
3338,2x2x8,Plastico,47
3092,2x2x4,Reciclado,9
2882,4x1x5,Plastico,38
2517,1x5x5,Madera,3
2415,5x9x7,Reciclado,47
1175,1x6x10,Reciclado,21
2943,5x4x1,Reciclado,50
2141,2x8x9,Madera,15
2883,10x6x1,Madera,27
1572,4x4x1,Madera,24
3123,10x4x8,Organico,26
2321,8x2x3,Reciclado,6
2482,1x5x4,Madera,19
2420,5x6x10,Organico,23
3021,4x9x5,Organico,36
3416,1x1x10,Madera,20
3241,1x1x4,Organico,39
3144,10x8x9,Madera,16
3014,1x9x5,Reciclado,13
2219,6x5x7,Plastico,14
1212,5x5x1,Reciclado,21
1051,9x4x7,Organico,34
