id,dimensiones,material,carga
1067,3x9x3,Plastico,38
2100,9x4x4,Madera,46
2838,5x2x4,Madera,29
1419,1x3x7,Plastico,30
2987,2x8x1,Organico,39
1536,4x8x9,Plastico,8
2094,6x9x3,Organico,15
3175,3x10x4,Madera,26
3113,2x4x6,Organico,21
2095,6x9x1,Reciclado,40
3283,2x10x8,Reciclado,28
3343,1x2x9,Plastico,5
2576,8x2x6,Organico,35
804,4x7x9,Organico,26
2705,7x9x4,Plastico,8
3420,1x7x9,Organico,42
2328,8x7x1,Madera,11
1137,4x3x8,Reciclado,4
1186,3x9x3,Organico,36
2532,2x4x6,Organico,26
901,1x7x1,Madera,43
2888,6x10x8,Reciclado,46
935,9x7x9,Madera,44
2745,4x4x2,Reciclado,39
2807,9x2x3,Plastico,43
3130,7x9x3,Reciclado,6
3315,4x5x2,Organico,28
2481,2x10x7,Reciclado,36
3290,2x6x10,Reciclado,15
2378,2x1x6,Reciclado,19
1281,1x7x2,Reciclado,5
2503,5x5x3,Organico,27
3157,8x4x10,Plastico,19
1270,2x1x6,Madera,29
2815,10x5x1,Plastico,10
1008,4x6x6,Madera,27
1431,3x8x5,Plastico,21
1097,7x1x9,Organico,9
3062,1x7x1,Madera,19
2567,8x5x3,Reciclado,11
1336,2x9x9,Organico,14
1117,1x6x8,Plastico,3
955,6x6x1,Reciclado,25
2522,10x3x9,Madera,11
3104,5x9x2,Madera,45
1596,7x8x7,Organico,11
1373,3x10x9,Reciclado,27
1304,5x6x1,Organico,37
2073,2x6x6,Reciclado,38
2646,9x4x10,Organico,46
2468,4x8x5,Madera,24
1031,3x4x6,Madera,36
2762,6x2x6,Organico,31
1583,5x8x6,Madera,33
889,7x2x9,Reciclado,28
3449,9x1x2,Madera,33
1164,4x3x9,Plastico,37
3088,7x1x9,Madera,46
3360,4x6x4,Organico,18
2723,3x10x1,Madera,2
2878,8x4x9,Organico,44
1160,6x8x4,Plastico,9
1134,7x10x2,Plastico,42
1252,5x9x6,Plastico,50
1251,5x10x8,Reciclado,15
3097,8x8x3,Plastico,37
34,8x6x9,Organico,1
2152,5x10x6,Madera,49
1276,5x2x6,Reciclado,1
2590,10x8x10,Madera,43
2440,2x3x6,Reciclado,23
3083,3x9x5,Reciclado,42
2216,6x7x10,Reciclado,11
1004,9x6x9,Organico,32
3100,2x5x8,Organico,39
1048,6x3x9,Plastico,50
2410,5x1x9,Plastico,32
2407,9x2x3,Madera,1
3238,6x3x6,Reciclado,3
2544,1x6x8,Reciclado,26
950,5x3x10,Plastico,39
3011,2x5x6,Reciclado,12
1563,1x10x3,Plastico,29
3191,6x2x8,Reciclado,9
2927,2x9x10,Plastico,7
954,3x7x1,Plastico,40
2123,3x5x6,Organico,32
1962,3x10x7,Organico,31
1070,3x7x2,Madera,13
2063,5x8x8,Madera,15
2030,4x8x9,Reciclado,35
3404,1x2x4,Reciclado,36
1386,6x2x9,Plastico,1
2748,3x6x9,Organico,8
2478,5x10x2,Reciclado,28
2566,5x3x9,Reciclado,35
2411,5x10x7,Plastico,26
1978,1x7x6,Plastico,37
2430,9x2x9,Plastico,9
878,7x7x9,Organico,19
2158,1x8x10,Reciclado,44
1154,3x1x4,Reciclado,32
3025,7x4x7,Plastico,14
3042,6x10x7,Plastico,23
3170,3x2x9,Plastico,20
925,3x7x5,Reciclado,2
2859,1x1x4,Organico,33
1416,5x1x5,Plastico,38
1353,10x7x5,Plastico,15
2068,1x3x6,Plastico,21
2923,3x9x10,Plastico,45
1324,6x1x7,Organico,32
1224,1x6x4,Reciclado,29
1208,8x9x10,Reciclado,28
3101,3x2x10,Madera,37
1265,10x3x3,Plastico,27
3264,2x2x9,Reciclado,44
1410,4x3x5,Plastico,11
937,10x9x8,Madera,6
10,4x9x2,Madera,15
2179,8x3x10,Reciclado,19
1193,4x2x1,Reciclado,28
2494,3x1x4,Plastico,27
1972,8x3x2,Organico,8
2718,1x4x4,Plastico,16
2979,10x5x2,Organico,17
2746,7x1x6,Madera,2
1984,5x1x8,Organico,6
2808,10x9x3,Plastico,14
2525,5x9x8,Plastico,10
3444,2x5x7,Madera,24
3354,5x4x8,Reciclado,4
2680,7x10x10,Organico,50
1257,1x5x1,Madera,31
2662,8x6x5,Reciclado,1
2536,3x5x5,Madera,3
1359,6x6x2,Organico,10
2274,7x8x3,Madera,33
1498,5x1x1,Reciclado,30
2960,8x4x5,Organico,43
2661,1x4x9,Madera,48
3318,2x9x6,Reciclado,1
2249,5x1x8,Madera,14
2076,9x1x4,Madera,10
1062,1x9x9,Madera,47
3165,6x7x3,Madera,47
835,7x10x1,Organico,25
2999,8x5x9,Organico,7
3038,4x2x2,Madera,45
1529,6x7x7,Madera,36
3276,3x8x8,Organico,31
1087,3x9x4,Reciclado,17
1986,2x6x8,Madera,8
1331,10x6x5,Reciclado,41
2145,10x1x9,Organico,24
874,9x9x6,Organico,20
1447,4x1x10,Organico,6
2812,4x6x2,Plastico,48
2234,9x9x8,Plastico,39
1295,2x2x9,Reciclado,40
3391,10x4x7,Reciclado,45
2400,5x3x1,Organico,34
2836,6x7x6,Plastico,41
3411,9x3x1,Organico,4
1494,3x10x7,Madera,17
2981,4x4x4,Reciclado,9
1258,5x9x3,Reciclado,28
3030,7x1x7,Madera,15
2160,6x6x10,Plastico,38
2528,7x6x2,Organico,42
1181,5x1x3,Reciclado,38
1425,9x8x3,Madera,33
2334,5x4x4,Plastico,10
3395,1x4x10,Reciclado,43
1255,9x4x8,Plastico,33
2690,5x4x9,Plastico,15
3168,8x8x4,Plastico,30
1111,10x3x7,Reciclado,23
29,2x6x9,Organico,50
1277,3x10x6,Madera,2
1101,4x4x8,Reciclado,6
2032,6x1x8,Organico,20
2342,1x1x7,Organico,48
1177,5x9x10,Madera,40
2080,1x6x6,Organico,25
1155,3x8x6,Madera,9
3145,5x9x8,Reciclado,5
873,10x10x6,Plastico,25
1593,6x2x6,Madera,3
2627,2x3x4,Madera,28
1507,5x6x3,Plastico,5
2203,10x6x5,Madera,29
2050,6x1x7,Reciclado,19
1238,8x5x5,Organico,28
2479,3x3x5,Reciclado,26
3153,9x8x3,Organico,45
2142,7x10x4,Organico,37
2088,1x5x7,Reciclado,6
0,4x1x6,Madera,29
1014,1x7x10,Organico,19
2757,7x8x5,Plastico,17
932,5x5x1,Organico,30
32,8x6x2,Reciclado,3
1357,9x2x5,Reciclado,31
1113,2x6x9,Reciclado,32
1241,2x2x7,Madera,50
2744,7x8x8,Organico,18
3233,3x7x9,Organico,20
1546,3x7x2,Madera,44
2318,8x1x7,Reciclado,48
1571,2x9x1,Plastico,2
2769,4x4x1,Plastico,16
1397,5x8x7,Reciclado,13
2605,4x5x2,Reciclado,32
1443,2x5x5,Organico,25
964,9x3x7,Organico,41
1407,10x8x2,Madera,24
2978,5x6x5,Reciclado,48
1039,4x8x1,Reciclado,30
1520,3x7x7,Reciclado,5
2477,3x8x3,Madera,48
913,10x1x1,Organico,50
2687,8x7x2,Reciclado,2
2177,4x8x1,Madera,4
1057,2x8x5,Plastico,24
3110,2x9x7,Madera,10
3407,8x4x9,Reciclado,19
2617,6x6x1,Plastico,32
1278,8x5x1,Reciclado,12
2031,6x2x2,Plastico,5
958,8x2x8,Organico,3
903,8x10x3,Madera,13
2118,4x7x10,Organico,38
940,4x1x7,Madera,45
3332,1x9x6,Organico,20
3105,3x2x7,Madera,43
2618,6x3x2,Madera,21
1493,8x6x5,Plastico,20
2582,8x10x1,Organico,25
1017,3x9x5,Organico,29
2763,9x1x3,Plastico,36
1545,5x2x7,Plastico,8
1508,5x2x2,Madera,33
952,1x8x5,Plastico,43
2046,6x9x4,Reciclado,26
1120,10x2x7,Madera,39
3017,5x1x8,Plastico,2
3128,1x2x1,Reciclado,42
2121,3x5x1,Madera,49
818,9x6x7,Reciclado,30
1554,4x10x6,Plastico,42
1403,2x3x4,Reciclado,41
2869,7x3x9,Madera,4
2534,9x1x8,Plastico,39
1127,7x1x4,Plastico,46
2202,8x8x9,Plastico,2
3388,8x1x7,Madera,6
3254,6x7x1,Madera,7
2047,4x7x10,Reciclado,34
2855,2x10x10,Madera,13
2359,10x4x1,Madera,20
1482,6x5x3,Reciclado,31
2487,1x7x6,Organico,29
2877,4x2x4,Reciclado,26
3240,2x9x1,Madera,27
1948,2x7x3,Organico,4
2886,4x2x2,Madera,13
1075,10x5x6,Organico,36
3256,4x2x4,Organico,46
1298,5x2x5,Plastico,15
2571,2x6x1,Reciclado,7
998,3x3x2,Madera,21
1021,7x8x9,Plastico,25
3220,1x4x7,Reciclado,28
1091,7x1x1,Plastico,48
1997,3x1x9,Organico,16
1317,6x8x2,Organico,7
2939,9x7x10,Plastico,12
3143,5x10x4,Plastico,9
1328,8x5x5,Organico,15
2147,4x1x3,Madera,43
2241,6x5x8,Organico,50
3441,2x9x5,Organico,25
2284,9x2x2,Plastico,50
1207,5x1x5,Reciclado,37
1349,8x2x6,Organico,1
1063,3x9x9,Madera,2
35,7x4x8,Madera,50
2011,1x3x3,Madera,10
2375,4x4x8,Plastico,14
36,10x8x7,Plastico,46
2163,9x5x4,Organico,15
3304,9x5x7,Reciclado,47
854,1x7x10,Organico,50
3378,6x4x10,Madera,16
1322,1x2x1,Reciclado,43
2225,9x6x7,Plastico,7
866,7x6x5,Madera,4
2010,6x1x8,Organico,39
1306,8x6x9,Plastico,19
2802,7x2x10,Organico,19
1103,9x9x3,Plastico,20
851,8x3x3,Reciclado,8
911,8x2x9,Plastico,39
2711,2x5x5,Madera,49
1451,10x4x6,Reciclado,11
2078,7x5x8,Plastico,44
1146,5x7x3,Reciclado,21
2260,8x2x6,Reciclado,48
2726,9x4x1,Madera,39
1999,8x1x9,Plastico,42
2140,5x1x7,Reciclado,13
2480,2x9x1,Madera,14
986,9x8x6,Madera,24
1027,9x9x2,Organico,22
2611,10x10x5,Madera,38
3260,8x1x3,Organico,45
2914,1x5x7,Reciclado,37
2278,2x9x8,Plastico,22
1424,6x5x5,Plastico,47
1570,10x7x5,Plastico,23
1577,5x7x2,Reciclado,20
1461,1x7x2,Reciclado,24
3214,7x4x10,Madera,35
966,5x6x3,Madera,14
1061,4x7x5,Madera,31
1538,4x10x10,Madera,27
2654,5x1x1,Madera,26
43,6x8x5,Plastico,27
3167,3x10x4,Reciclado,35
1131,3x5x7,Organico,3
3182,2x7x6,Organico,39
2161,8x6x3,Madera,39
2811,1x8x4,Organico,6
3296,8x2x10,Plastico,46
1356,8x8x10,Madera,23
3200,5x2x8,Plastico,34
2180,9x4x7,Reciclado,25
1190,5x1x10,Reciclado,50
1305,5x7x9,Plastico,50
3158,4x9x2,Plastico,41
3325,7x9x5,Reciclado,32
897,8x1x10,Madera,41
1003,7x9x6,Organico,33
2181,6x4x8,Organico,16
1415,9x3x10,Reciclado,15
1417,9x7x8,Organico,18
1093,2x9x1,Reciclado,24
1325,7x9x2,Plastico,32
2930,8x9x6,Reciclado,8
1098,10x8x5,Madera,10
1144,1x4x8,Madera,13
922,1x7x2,Madera,49
2083,5x7x5,Organico,29
2049,1x6x2,Reciclado,28
1489,4x6x1,Madera,21
2519,3x6x8,Madera,5
915,7x4x8,Madera,45
1077,4x6x6,Plastico,43
1513,2x1x3,Plastico,50
2580,6x1x3,Organico,13
2969,6x7x3,Madera,4
826,7x8x4,Plastico,13
811,3x7x8,Organico,39
2282,9x4x10,Organico,2
2424,7x9x2,Madera,37
2105,5x10x2,Reciclado,22
1371,9x3x6,Organico,20
2154,10x9x5,Organico,22
1036,2x9x3,Madera,12
2647,2x2x10,Organico,5
2471,10x7x4,Plastico,38
1366,9x1x10,Reciclado,43
2937,4x10x9,Reciclado,39
1169,7x9x5,Organico,25
2994,6x3x3,Madera,10
2040,1x2x5,Madera,24
1141,6x7x8,Reciclado,18
3051,4x1x7,Organico,50
2331,10x1x4,Organico,3
2818,4x10x7,Plastico,38
3134,5x5x9,Madera,34
1551,2x10x10,Plastico,47
1384,4x7x9,Organico,13
1468,10x10x2,Madera,47
3070,4x3x5,Madera,33
974,6x7x7,Reciclado,43
2816,7x7x5,Reciclado,9
3389,10x9x9,Reciclado,20
2813,3x8x7,Organico,2
1496,5x2x10,Madera,22
1434,9x3x5,Plastico,12
1082,4x2x10,Reciclado,15
2615,10x6x6,Reciclado,19
3004,10x9x1,Madera,2
15,7x1x9,Organico,18
2691,5x3x5,Organico,37
3265,9x4x9,Organico,10
1178,10x1x2,Organico,4
1469,2x2x10,Reciclado,11
2569,1x3x4,Organico,15
1472,8x10x2,Reciclado,21
1052,9x8x8,Plastico,13
842,10x3x6,Reciclado,11
1389,7x8x10,Madera,36
1559,1x3x1,Plastico,27
3099,10x3x8,Madera,41
1049,5x1x8,Reciclado,9
3413,9x7x9,Organico,17
1121,10x6x4,Organico,41
2087,9x7x6,Organico,50
3429,4x9x7,Reciclado,43
2986,3x3x5,Plastico,31
3329,1x2x7,Plastico,34
2391,2x1x1,Madera,13
1016,7x9x10,Organico,31
1139,5x3x4,Reciclado,29
2428,8x7x1,Organico,34
1445,8x1x5,Reciclado,34
2667,2x2x2,Plastico,33
3362,5x6x10,Organico,14
3403,4x4x10,Reciclado,18
3076,5x4x3,Reciclado,5
863,7x8x3,Organico,23
1581,6x3x2,Madera,48
2390,5x6x7,Madera,44
1542,3x2x3,Reciclado,13
1264,2x9x8,Reciclado,40
2362,7x1x2,Plastico,28
3358,5x8x7,Organico,41
1477,5x6x5,Plastico,16
1450,1x3x5,Reciclado,3
2133,10x8x3,Madera,33
1466,2x7x8,Madera,12
2109,7x6x5,Reciclado,46
16,7x10x5,Organico,4
3179,6x9x9,Organico,9
2253,10x2x9,Reciclado,19
1446,5x6x1,Organico,9
1023,1x6x6,Madera,49
2588,10x5x3,Plastico,40
1562,1x1x10,Reciclado,24
3199,4x10x1,Plastico,15
2535,9x6x5,Plastico,4
884,10x2x6,Reciclado,40
3001,3x8x6,Organico,2
2932,2x9x5,Plastico,6
2449,5x4x7,Madera,20
2126,1x1x10,Madera,9
1007,2x6x2,Reciclado,9
1346,8x3x2,Plastico,16
3288,6x2x7,Plastico,45
1374,7x7x9,Madera,13
1055,3x4x8,Reciclado,36
1150,8x3x1,Organico,35
14,10x10x6,Madera,50
2592,3x7x3,Plastico,38
1118,7x1x4,Madera,32
3055,8x9x10,Reciclado,24
3193,10x7x1,Plastico,33
2369,3x2x7,Reciclado,8
1518,3x8x6,Reciclado,23
1969,5x2x10,Organico,28
938,6x5x2,Plastico,20
2781,6x3x3,Reciclado,45
3253,9x4x3,Madera,32
898,5x8x1,Organico,25
1582,6x6x3,Plastico,41
1548,1x2x3,Madera,44
40,8x7x10,Reciclado,46
1367,4x8x1,Reciclado,6
2677,6x7x8,Plastico,46
1553,7x2x5,Plastico,42
3330,3x4x3,Plastico,10
2530,2x8x8,Plastico,6
2204,7x6x3,Reciclado,38
3374,2x9x2,Reciclado,48
3161,6x9x3,Organico,26
3314,1x9x2,Madera,45
2281,7x7x7,Reciclado,7
3435,9x9x2,Organico,8
3383,10x3x3,Reciclado,1
3390,2x2x4,Plastico,36
2124,7x2x10,Organico,11
1382,5x8x1,Plastico,29
2796,4x8x6,Reciclado,19
1290,1x5x3,Reciclado,34
1429,7x1x8,Organico,24
1388,4x6x2,Organico,45
1590,5x1x7,Reciclado,36
870,6x9x5,Plastico,11
1059,4x6x8,Madera,19
2846,9x8x6,Plastico,7
2542,4x8x10,Reciclado,33
2865,2x7x5,Reciclado,36
1012,5x3x7,Madera,14
2540,10x3x5,Organico,36
1058,7x7x4,Plastico,46
2722,4x7x2,Madera,40
3451,10x2x9,Plastico,36
2766,8x1x6,Madera,17
1522,4x10x3,Reciclado,46
1069,8x5x8,Reciclado,14
2346,5x4x9,Madera,8
3056,8x7x4,Organico,19
1390,7x2x8,Reciclado,14
2106,3x2x7,Reciclado,35
1535,1x7x7,Plastico,3
1090,5x2x3,Reciclado,9
1074,6x2x5,Reciclado,25
1005,3x9x8,Plastico,6
1481,3x1x9,Organico,7
2612,2x10x4,Organico,38
902,8x7x10,Madera,46
1293,8x7x2,Organico,14
3044,10x8x5,Reciclado,11
813,5x9x6,Plastico,2
989,1x3x5,Plastico,27
1172,6x7x10,Organico,6
2881,4x2x9,Reciclado,46
2973,8x1x4,Organico,39
1247,3x5x9,Reciclado,27
2464,8x3x3,Madera,49
2996,8x3x1,Reciclado,11
1575,6x10x1,Reciclado,25
2498,8x6x5,Reciclado,41
1589,8x9x10,Reciclado,3
1531,3x5x1,Plastico,43
1519,5x10x9,Organico,27
3009,1x8x9,Madera,29
927,6x9x3,Plastico,2
3333,4x5x8,Plastico,14
1555,3x5x9,Organico,18
1089,9x7x3,Madera,1
2230,7x3x5,Reciclado,46
1307,4x2x10,Madera,7
1200,4x10x3,Madera,23
1,3x5x2,Madera,38
1189,7x3x2,Plastico,44
2825,9x8x5,Plastico,23
1209,9x4x8,Plastico,24
2134,1x7x3,Reciclado,34
2507,8x7x6,Plastico,15
2036,2x9x1,Plastico,12
1268,1x4x6,Organico,48
2860,8x9x6,Organico,26
2312,5x9x6,Plastico,11
2151,8x1x2,Organico,8
2698,2x2x7,Reciclado,29
2156,6x6x7,Plastico,39
1480,4x5x4,Plastico,48
991,6x1x2,Madera,20
981,2x7x7,Madera,18
2834,3x8x3,Madera,41
1361,3x3x1,Reciclado,15
1147,8x7x2,Madera,4
972,1x2x9,Organico,18
20,7x2x8,Reciclado,3
3022,10x9x6,Organico,49
2695,2x1x9,Reciclado,5
840,1x4x4,Plastico,27
2814,8x10x3,Madera,43
2143,4x6x8,Organico,25
943,3x8x9,Madera,28
3259,8x8x3,Organico,2
2240,7x2x5,Madera,36
41,5x4x2,Madera,46
1365,5x6x3,Madera,3
2594,5x7x2,Plastico,46
3268,9x8x2,Madera,29
1965,6x1x5,Madera,44
2724,6x4x6,Organico,31
2506,1x2x9,Madera,17
1024,10x8x3,Reciclado,12
861,2x6x3,Madera,16
2790,2x9x5,Plastico,50
856,3x9x8,Plastico,34
1423,4x2x1,Plastico,28
18,5x5x9,Reciclado,22
914,1x4x9,Reciclado,7
3228,5x9x6,Reciclado,16
4,5x1x7,Organico,38
987,6x6x4,Reciclado,5
2732,3x4x8,Reciclado,3
1585,2x9x3,Reciclado,40
1285,4x6x1,Plastico,48
1405,2x1x4,Plastico,46
1320,4x6x8,Madera,28
3142,4x9x10,Plastico,21
1130,6x2x2,Madera,5
3231,1x10x7,Organico,40
3337,8x2x8,Reciclado,28
2670,10x4x4,Plastico,6
906,9x2x10,Organico,9
1297,7x1x4,Organico,21
2084,4x6x10,Reciclado,17
928,6x10x2,Organico,13
2056,5x8x8,Madera,41
3159,1x9x2,Organico,29
1042,1x1x3,Plastico,35
1334,8x1x9,Reciclado,43
2609,4x6x7,Organico,35
1372,3x3x10,Organico,32
2727,3x9x1,Organico,42
1430,10x7x2,Plastico,49
841,4x1x2,Madera,25
1487,10x3x2,Plastico,46
1501,10x6x7,Organico,26
1119,10x10x9,Madera,42
869,3x5x8,Reciclado,35
918,5x3x4,Organico,16
1533,3x6x10,Organico,48
1333,2x3x6,Organico,30
2775,10x3x3,Organico,43
1471,3x4x1,Reciclado,2
1000,2x4x9,Madera,7
832,2x6x9,Madera,42
852,9x2x2,Madera,15
3412,4x3x1,Plastico,30
1406,6x1x10,Organico,7
1185,9x6x3,Madera,38
1323,1x10x9,Reciclado,13
908,8x3x4,Plastico,28
3115,10x4x4,Plastico,35
39,7x8x8,Organico,25
1420,10x3x1,Madera,35
1457,9x10x10,Madera,37
2993,7x8x4,Reciclado,30
1394,9x7x2,Organico,36
1584,8x10x9,Organico,9
1272,5x3x9,Reciclado,1
1271,7x1x7,Plastico,12
1259,5x3x8,Reciclado,50
2902,8x6x9,Plastico,40
1122,4x1x7,Organico,33
1362,2x6x6,Reciclado,4
1308,7x3x8,Organico,45
960,4x6x1,Plastico,13
930,4x6x8,Plastico,9
1951,6x7x5,Plastico,44
827,10x2x8,Reciclado,21
1246,4x1x6,Organico,13
38,9x10x7,Plastico,44
2,10x5x1,Plastico,19
2316,4x10x6,Plastico,29
1136,3x4x3,Reciclado,23
996,6x8x9,Reciclado,34
2252,3x6x2,Madera,7
1435,10x9x6,Madera,37
1018,10x7x3,Plastico,19
1030,10x2x9,Madera,14
1128,8x5x3,Plastico,39
1219,5x1x1,Organico,12
1316,9x3x8,Reciclado,43
1289,7x10x9,Reciclado,25
2429,8x8x4,Reciclado,44
1540,6x4x8,Madera,48
3266,4x3x7,Reciclado,16
33,8x2x7,Reciclado,29
1026,3x9x9,Reciclado,34
1459,4x7x5,Organico,35
2221,3x7x4,Madera,13
1195,3x6x6,Reciclado,32
1348,3x5x5,Plastico,9
1105,2x7x1,Madera,12
1993,9x6x8,Plastico,4
1345,1x7x5,Reciclado,38
846,9x4x9,Organico,13
3346,1x3x6,Organico,32
2052,2x5x3,Plastico,15
3219,2x9x5,Madera,15
1110,1x9x10,Madera,30
1161,8x5x3,Organico,41
1413,7x1x1,Reciclado,16
1054,3x3x3,Organico,31
969,6x3x8,Madera,40
2484,4x6x1,Reciclado,16
1385,6x10x3,Plastico,43
1261,9x2x8,Plastico,40
875,3x6x3,Plastico,5
1282,2x2x3,Organico,5
1448,10x10x9,Madera,7
895,5x6x10,Reciclado,6
1524,5x8x4,Plastico,45
1411,5x10x4,Plastico,48
28,2x2x5,Plastico,34
2319,2x8x2,Reciclado,42
1376,7x7x1,Plastico,33
862,4x6x5,Organico,23
37,10x4x1,Reciclado,24
890,1x8x2,Madera,16
1399,4x7x3,Reciclado,30
853,10x1x9,Organico,25
1460,2x9x3,Plastico,7
857,5x1x1,Madera,36
1474,2x2x6,Reciclado,20
1569,5x4x10,Plastico,1
3376,2x4x1,Reciclado,33
1595,3x3x7,Organico,45
1020,6x8x7,Reciclado,38
2042,2x1x9,Organico,7
1510,2x7x8,Plastico,8
939,9x7x8,Organico,9
1442,5x1x1,Madera,13
1221,9x10x7,Madera,44
1095,8x9x1,Organico,4
833,7x8x3,Madera,20
3169,9x2x7,Plastico,9
2931,6x6x2,Madera,10
1223,10x3x3,Organico,23
976,2x4x6,Organico,31
2543,10x6x3,Reciclado,16
885,8x1x7,Madera,16
1145,6x4x1,Organico,47
1222,6x9x9,Plastico,28
999,7x10x5,Reciclado,7
1019,9x8x2,Reciclado,50
2436,8x9x1,Organico,43
1437,2x8x3,Organico,10
1506,1x6x4,Madera,27
1249,5x9x10,Madera,24
1248,2x3x4,Plastico,17
1543,3x6x8,Organico,4
899,2x9x10,Plastico,38
1579,9x9x2,Plastico,8
809,9x9x10,Plastico,4
970,10x2x5,Plastico,34
1156,5x3x3,Organico,12
1576,9x5x7,Madera,43
1539,1x8x5,Organico,6
1574,5x3x3,Plastico,14
1115,4x5x2,Reciclado,13
1355,9x5x6,Plastico,15
1011,9x10x6,Organico,18
1541,6x10x9,Organico,30
17,4x4x10,Madera,16
1165,8x5x9,Madera,22
1065,6x8x4,Plastico,40
978,3x2x3,Plastico,19
1452,7x6x1,Madera,17
1043,8x9x9,Madera,13
1560,6x9x9,Plastico,8
1465,7x1x4,Madera,25
2409,6x1x2,Reciclado,2
1462,2x5x2,Plastico,48
1215,5x10x8,Reciclado,28
868,3x10x2,Organico,3
1491,8x6x5,Plastico,25
2092,3x6x1,Organico,40
1092,7x8x5,Reciclado,30
1409,10x5x3,Reciclado,17
1236,7x7x9,Organico,35
3278,3x4x3,Reciclado,6
855,4x7x10,Madera,8
1380,4x7x6,Organico,4
1527,9x3x2,Reciclado,22
919,10x1x3,Reciclado,17
1592,2x4x4,Plastico,36
988,1x9x6,Madera,21
1035,6x7x10,Organico,49
1490,7x6x7,Madera,39
1509,1x7x4,Plastico,30
980,2x5x5,Madera,9
44,3x6x3,Reciclado,30
1402,6x9x7,Reciclado,50
1453,10x4x10,Organico,1
1269,7x3x6,Organico,30
1166,4x1x8,Madera,23
1599,7x1x2,Madera,8
1393,7x6x2,Reciclado,22
1230,7x6x8,Organico,41
1302,9x5x10,Organico,34
1213,4x9x2,Organico,43
1088,1x9x6,Madera,35
904,7x3x7,Reciclado,32
1587,8x2x3,Reciclado,28
1594,9x2x4,Organico,1
1157,3x8x9,Plastico,25
887,7x10x8,Plastico,25
1279,1x6x9,Reciclado,48
1068,5x3x2,Plastico,25
22,4x10x9,Madera,4
1354,3x10x7,Plastico,17
1227,10x9x7,Reciclado,46
1266,7x5x2,Madera,39
